time_ms,Subject,Channel,value
796.0,7244_4_ants_ERN_err.dat,FCz,-2.9644
798.0,7244_4_ants_ERN_err.dat,FCz,-3.05426
800.0,7244_4_ants_ERN_err.dat,FCz,-3.18851
802.0,7244_4_ants_ERN_err.dat,FCz,-3.37235
804.0,7244_4_ants_ERN_err.dat,FCz,-3.60918
806.0,7244_4_ants_ERN_err.dat,FCz,-3.89978
808.0,7244_4_ants_ERN_err.dat,FCz,-4.2422
810.0,7244_4_ants_ERN_err.dat,FCz,-4.63127
812.0,7244_4_ants_ERN_err.dat,FCz,-5.05903
814.0,7244_4_ants_ERN_err.dat,FCz,-5.51471
816.0,7244_4_ants_ERN_err.dat,FCz,-5.98536
818.0,7244_4_ants_ERN_err.dat,FCz,-6.45629
820.0,7244_4_ants_ERN_err.dat,FCz,-6.91184
822.0,7244_4_ants_ERN_err.dat,FCz,-7.33613
824.0,7244_4_ants_ERN_err.dat,FCz,-7.7141
826.0,7244_4_ants_ERN_err.dat,FCz,-8.03247
828.0,7244_4_ants_ERN_err.dat,FCz,-8.28072
830.0,7244_4_ants_ERN_err.dat,FCz,-8.45188
832.0,7244_4_ants_ERN_err.dat,FCz,-8.54301
834.0,7244_4_ants_ERN_err.dat,FCz,-8.55565
836.0,7244_4_ants_ERN_err.dat,FCz,-8.49546
838.0,7244_4_ants_ERN_err.dat,FCz,-8.37213
840.0,7244_4_ants_ERN_err.dat,FCz,-8.19843
842.0,7244_4_ants_ERN_err.dat,FCz,-7.9892
844.0,7244_4_ants_ERN_err.dat,FCz,-7.76041
846.0,7244_4_ants_ERN_err.dat,FCz,-7.52768
848.0,7244_4_ants_ERN_err.dat,FCz,-7.30551
850.0,7244_4_ants_ERN_err.dat,FCz,-7.1063
852.0,7244_4_ants_ERN_err.dat,FCz,-6.93969
854.0,7244_4_ants_ERN_err.dat,FCz,-6.81166
856.0,7244_4_ants_ERN_err.dat,FCz,-6.72429
858.0,7244_4_ants_ERN_err.dat,FCz,-6.67552
860.0,7244_4_ants_ERN_err.dat,FCz,-6.65929
862.0,7244_4_ants_ERN_err.dat,FCz,-6.66642
864.0,7244_4_ants_ERN_err.dat,FCz,-6.68571
866.0,7244_4_ants_ERN_err.dat,FCz,-6.70536
868.0,7244_4_ants_ERN_err.dat,FCz,-6.71446
870.0,7244_4_ants_ERN_err.dat,FCz,-6.70417
872.0,7244_4_ants_ERN_err.dat,FCz,-6.66886
874.0,7244_4_ants_ERN_err.dat,FCz,-6.60652
876.0,7244_4_ants_ERN_err.dat,FCz,-6.51871
878.0,7244_4_ants_ERN_err.dat,FCz,-6.41004
880.0,7244_4_ants_ERN_err.dat,FCz,-6.28735
882.0,7244_4_ants_ERN_err.dat,FCz,-6.15854
884.0,7244_4_ants_ERN_err.dat,FCz,-6.03171
886.0,7244_4_ants_ERN_err.dat,FCz,-5.91394
888.0,7244_4_ants_ERN_err.dat,FCz,-5.81053
890.0,7244_4_ants_ERN_err.dat,FCz,-5.72453
892.0,7244_4_ants_ERN_err.dat,FCz,-5.65659
894.0,7244_4_ants_ERN_err.dat,FCz,-5.605
896.0,7244_4_ants_ERN_err.dat,FCz,-5.56641
898.0,7244_4_ants_ERN_err.dat,FCz,-5.53657
900.0,7244_4_ants_ERN_err.dat,FCz,-5.51104
